application_id,customer_id,pincode,applied_amount,loan_type,loan_start_date,income,occupation,status,successful_payments,delayed_payments,total_payments,interest_rate,tenure_months,npa_flag
271,11208,110083,417000.0,Education,2022-05-01,1171820,Self-Employed,Approved,63,6,69,9.86,18,0
272,2333,110083,266000.0,Gold,2023-01-17,724360,Salaried,Closed,34,12,46,16.25,24,0
273,10831,110083,627000.0,Gold,2022-07-10,2066291,Self-Employed,Closed,28,3,31,16.58,12,0
274,2391,110083,825000.0,Home,2020-12-09,524602,Salaried,Ongoing,66,9,75,18.48,72,0
275,3830,110083,466000.0,Home,2024-07-06,384115,Salaried,Inquired,41,13,54,8.93,36,0
276,3802,110083,346000.0,Education,2023-02-12,897035,Salaried,Approved,28,11,39,16.13,84,0
277,9911,110083,373000.0,Personal,2021-01-26,613901,Student,Ongoing,50,11,61,10.82,36,0
278,455,110083,325000.0,MSME,2022-04-09,309173,Self-Employed,Defaulted (NPA),30,0,30,18.31,18,1
279,110,110083,542000.0,Personal,2019-11-11,808600,Self-Employed,Closed,31,7,38,16.86,48,0
280,10101,110083,434000.0,Home,2021-07-09,685607,Student,Rejected,79,16,95,14.98,96,0
281,2761,110083,444000.0,Education,2020-11-04,3143827,Salaried,Inquired,4,1,5,10.13,120,0
282,9313,110083,791000.0,Personal,2024-03-14,4239614,Student,Approved,2,0,2,12.19,12,0
283,3971,110083,473000.0,Home,2024-12-22,1170249,Self-Employed,Rejected,25,4,29,12.33,36,0
284,2324,110083,602000.0,Education,2024-09-15,657387,Salaried,Ongoing,1,0,1,15.93,18,0
285,9451,110083,748000.0,Home,2021-08-07,2937352,Salaried,Rejected,15,6,21,8.67,24,0
286,8654,110083,331000.0,Home,2022-08-19,1038115,Self-Employed,Ongoing,81,15,96,10.89,12,0
287,10961,110083,426000.0,Home,2022-04-12,1129621,Student,Ongoing,8,0,8,17.07,72,0
288,2253,110083,290000.0,Home,2021-08-05,333681,Salaried,Ongoing,62,19,81,15.65,120,0
289,1683,110083,489000.0,Education,2020-08-10,446525,Salaried,Rejected,57,11,68,13.73,120,0
290,10905,110083,288000.0,MSME,2019-03-27,914149,Business Owner,Approved,25,3,28,8.74,48,0
291,128,110083,422000.0,MSME,2024-07-15,811188,Self-Employed,Ongoing,41,22,63,11.99,6,0
292,5462,110083,309000.0,Home,2024-09-08,689294,Self-Employed,Approved,41,3,44,13.47,48,0
293,10600,110083,201000.0,Personal,2023-01-11,4836142,Salaried,Ongoing,59,38,97,14.19,18,0
294,2116,110083,136000.0,MSME,2021-12-31,960834,Salaried,Closed,76,16,92,13.05,36,0
295,1505,110083,254000.0,Personal,2019-03-27,944984,Salaried,Closed,57,12,69,16.39,84,0
296,5825,110083,291000.0,Gold,2022-09-20,582632,Business Owner,Ongoing,65,20,85,16.6,6,0
297,6753,110083,203000.0,Personal,2024-11-06,3386979,Self-Employed,Inquired,34,13,47,14.44,12,0
298,10519,110083,421000.0,Personal,2021-04-18,502150,Self-Employed,Defaulted (NPA),4,1,5,18.49,48,1
299,10906,110083,404000.0,Home,2020-11-16,1193367,Salaried,Closed,66,22,88,9.64,72,0
300,4208,110083,337000.0,Home,2024-05-22,410290,Self-Employed,Rejected,52,27,79,16.3,60,0
301,10542,110083,284000.0,Personal,2021-12-26,2377711,Self-Employed,Ongoing,31,18,49,14.3,48,0
302,966,110083,457000.0,Home,2021-05-16,1562573,Retired,Closed,63,8,71,10.59,84,0
303,10171,110083,367000.0,Personal,2019-04-04,1029323,Self-Employed,Ongoing,37,8,45,14.14,96,0
304,8478,110083,329000.0,MSME,2020-01-27,239806,Salaried,Closed,41,10,51,12.71,96,0
305,8623,110083,837000.0,Home,2024-11-11,298020,Salaried,Inquired,81,2,83,13.45,84,0
306,9270,110083,286000.0,Education,2020-06-21,484944,Retired,Inquired,27,14,41,12.91,96,0
307,7436,110083,307000.0,Personal,2019-09-07,4997104,Self-Employed,Approved,44,14,58,15.54,24,0
308,9241,110083,277000.0,Home,2024-06-05,599596,Business Owner,Approved,58,22,80,7.76,84,0
309,4126,110083,599000.0,Personal,2022-10-21,482738,Student,Ongoing,49,16,65,12.06,72,0
310,5283,110083,234000.0,Home,2022-07-23,1150314,Salaried,Approved,7,0,7,13.18,60,0
311,8841,110083,590000.0,Personal,2023-09-30,1060724,Student,Closed,57,30,87,10.39,24,0
312,6047,110083,290000.0,Home,2021-01-02,2760506,Salaried,Approved,37,9,46,11.24,120,0
313,3813,110083,397000.0,MSME,2022-12-06,880568,Retired,Ongoing,64,28,92,14.34,84,0
314,10077,110083,131000.0,Education,2021-01-09,356712,Salaried,Approved,96,0,96,16.18,96,0
315,10017,110083,284000.0,Personal,2024-12-23,4507557,Salaried,Rejected,78,14,92,18.32,96,0
316,5973,110083,327000.0,Personal,2022-09-11,1069733,Salaried,Approved,10,1,11,16.54,72,0
317,3939,110083,258000.0,Personal,2021-12-15,5412179,Salaried,Approved,8,0,8,17.77,6,0
318,8317,110083,775000.0,Home,2023-11-30,914840,Self-Employed,Approved,5,1,6,11.02,18,0
319,2657,110083,309000.0,Personal,2023-11-17,1031233,Salaried,Approved,54,4,58,18.5,84,0
320,10782,110083,623000.0,MSME,2024-05-01,887387,Salaried,Closed,66,31,97,13.69,18,0
321,5761,110083,600000.0,Asset,2022-06-23,4531806,Retired,Ongoing,24,14,38,10.87,12,0
322,10269,110083,142000.0,Education,2023-02-24,5133126,Self-Employed,Approved,51,18,69,9.14,12,0
323,3019,110083,355000.0,Education,2023-12-12,309025,Business Owner,Defaulted (NPA),71,15,86,8.99,6,1
324,3091,110083,441000.0,Asset,2023-07-06,2380126,Salaried,Defaulted (NPA),23,0,23,15.08,60,1
325,9992,110083,661000.0,Personal,2022-12-04,914762,Salaried,Closed,14,0,14,15.37,12,0
326,11010,110083,737000.0,Home,2020-07-30,259752,Salaried,Closed,23,1,24,15.86,120,0
327,5405,110083,289000.0,Home,2022-08-17,828365,Business Owner,Closed,50,20,70,9.46,120,0
328,5682,110083,217000.0,Personal,2023-09-15,675069,Salaried,Ongoing,67,10,77,7.53,6,0
329,10295,110083,156000.0,Home,2024-12-28,3825954,Self-Employed,Ongoing,41,9,50,18.48,6,0
330,4619,110083,379000.0,Home,2021-08-07,809502,Salaried,Approved,26,11,37,13.45,18,0
331,6047,110083,390000.0,Home,2022-07-19,298923,Self-Employed,Closed,3,0,3,11.68,60,0
332,5130,110083,395000.0,MSME,2025-01-09,3683406,Salaried,Closed,15,3,18,11.05,18,0
333,8937,110083,538000.0,Home,2020-11-19,1136362,Salaried,Approved,73,22,95,13.81,72,0
334,6337,110083,286000.0,MSME,2022-02-27,2258810,Salaried,Ongoing,76,14,90,9.03,18,0
335,2173,110083,491000.0,Home,2021-10-28,511736,Student,Ongoing,44,13,57,17.41,12,0
336,11594,110083,402000.0,Personal,2020-06-15,697461,Self-Employed,Rejected,49,26,75,13.53,84,0
337,9673,110083,763000.0,Education,2022-10-20,241820,Self-Employed,Approved,62,0,62,9.6,12,0
338,8566,110083,538000.0,Asset,2024-11-13,4023164,Salaried,Ongoing,51,31,82,15.92,60,0
339,8567,110083,203000.0,Personal,2024-11-13,560102,Self-Employed,Approved,21,10,31,15.22,96,0
340,8636,110084,545000.0,Home,2024-02-12,2855164,Self-Employed,Approved,20,9,29,10.11,120,0
341,12016,110084,247000.0,Personal,2023-11-15,2631582,Salaried,Ongoing,25,10,35,11.44,12,0
342,1262,110084,465000.0,Personal,2021-07-03,850470,Salaried,Closed,15,4,19,13.77,60,0
343,118,110084,596000.0,MSME,2023-06-08,342438,Business Owner,Approved,64,21,85,18.41,72,0
344,10610,110084,358000.0,Personal,2023-01-22,860221,Salaried,Closed,29,14,43,14.12,12,0
345,6149,110084,264000.0,Personal,2021-04-28,1161254,Salaried,Closed,25,14,39,12.66,6,0
346,11085,110084,699000.0,Home,2024-10-29,212665,Student,Ongoing,72,13,85,13.83,60,0
347,8193,110084,408000.0,MSME,2022-07-20,775311,Salaried,Ongoing,34,17,51,10.39,60,0
348,11966,110084,121000.0,Personal,2020-04-14,235967,Retired,Ongoing,32,13,45,15.58,60,0
349,9914,110084,152000.0,Home,2024-05-25,1214031,Salaried,Closed,82,6,88,15.64,84,0
350,9490,110084,231000.0,Personal,2019-11-21,4568515,Student,Approved,39,7,46,10.84,96,0
351,9142,110084,649000.0,MSME,2024-12-13,978410,Retired,Closed,70,10,80,10.18,18,0
352,10409,110084,737000.0,Education,2020-02-19,378456,Salaried,Approved,31,16,47,11.82,6,0
353,4817,110084,369000.0,Home,2022-10-24,615003,Self-Employed,Ongoing,16,6,22,13.83,48,0
354,9359,110084,597000.0,Home,2019-02-08,858314,Self-Employed,Closed,9,0,9,9.91,12,0
355,1893,110084,609000.0,Gold,2022-12-25,481079,Business Owner,Ongoing,55,0,55,15.93,60,0
356,107,110084,670000.0,Asset,2021-09-12,270028,Salaried,Rejected,8,2,10,10.1,36,0
357,5698,110084,686000.0,Education,2024-07-20,4793461,Business Owner,Closed,50,13,63,10.91,24,0
358,7623,110084,500000.0,Personal,2020-11-30,325919,Salaried,Approved,27,0,27,17.79,48,0
359,924,110084,378000.0,Gold,2024-06-20,1921705,Business Owner,Closed,24,1,25,10.61,36,0
360,1625,110084,436000.0,Home,2022-08-27,286621,Student,Approved,89,7,96,11.53,18,0
361,1335,110084,345000.0,Personal,2024-03-26,2192231,Salaried,Approved,57,19,76,15.51,48,0
362,2222,110084,376000.0,Education,2020-02-01,3723607,Salaried,Closed,54,13,67,8.66,120,0
363,10074,110084,679000.0,Education,2024-08-09,3910421,Student,Closed,31,16,47,9.46,18,0
364,5281,110084,328000.0,Personal,2023-06-09,501208,Salaried,Closed,28,15,43,17.26,72,0
365,2743,110084,258000.0,Gold,2024-09-25,3599413,Student,Inquired,16,7,23,9.31,72,0
366,123,110084,251000.0,Asset,2022-03-23,603774,Salaried,Closed,58,1,59,14.91,72,0
367,4552,110084,472000.0,Asset,2019-12-20,594381,Salaried,Closed,9,3,12,14.78,18,0
368,6084,110084,236000.0,Personal,2022-12-14,854239,Salaried,Inquired,16,8,24,15.22,24,0
369,980,110084,293000.0,MSME,2021-09-03,4263539,Self-Employed,Closed,72,14,86,14.49,12,0
370,8079,110084,291000.0,Home,2022-07-12,576519,Student,Ongoing,49,14,63,13.72,120,0
371,3248,110084,419000.0,Asset,2021-08-05,898548,Salaried,Approved,45,5,50,14.02,72,0
372,8242,110084,325000.0,Personal,2025-01-18,1008730,Salaried,Approved,86,13,99,15.48,96,0
373,1697,110084,352000.0,Education,2023-01-19,1426550,Business Owner,Approved,45,22,67,17.83,84,0
374,5303,110084,802000.0,Home,2023-11-18,726045,Salaried,Closed,57,26,83,8.87,6,0
375,1301,110084,299000.0,MSME,2022-09-19,3595535,Salaried,Defaulted (NPA),68,10,78,10.35,72,1
376,2821,110084,656000.0,Education,2024-11-21,1406590,Business Owner,Rejected,57,9,66,12.16,18,0
377,5804,110084,674000.0,Asset,2020-11-28,1132686,Self-Employed,Closed,10,5,15,10.57,36,0
378,10624,110084,633000.0,Education,2019-11-08,1148533,Salaried,Closed,4,0,4,13.04,24,0
379,1343,110084,311000.0,Education,2022-04-22,517366,Salaried,Approved,28,2,30,14.32,96,0
380,6138,110084,134000.0,Personal,2019-05-04,1659102,Salaried,Ongoing,14,0,14,11.88,12,0
381,9529,110084,334000.0,MSME,2023-10-18,528042,Business Owner,Inquired,8,2,10,16.16,84,0
382,4756,110084,683000.0,Education,2024-03-05,280462,Student,Closed,66,33,99,8.77,72,0
383,3631,110084,330000.0,Personal,2021-01-11,1913870,Student,Approved,50,8,58,17.11,72,0
384,1882,110084,232000.0,Home,2020-10-25,1186765,Salaried,Inquired,99,1,100,17.78,48,0
385,6806,110084,147000.0,Gold,2020-01-13,704003,Salaried,Defaulted (NPA),2,0,2,14.06,12,1
386,6079,110084,351000.0,Home,2019-01-30,1088322,Salaried,Approved,64,2,66,13.0,18,0
387,920,110084,313000.0,MSME,2020-05-02,432298,Business Owner,Ongoing,66,21,87,14.69,120,0
388,11473,110084,380000.0,MSME,2019-11-13,1000696,Salaried,Inquired,58,6,64,11.88,48,0
389,6161,110084,188000.0,Personal,2024-09-22,556097,Salaried,Rejected,19,0,19,18.37,18,0
390,11298,110084,221000.0,Home,2024-07-03,1066034,Self-Employed,Rejected,38,0,38,7.81,60,0
391,2099,110084,407000.0,Home,2024-11-07,557718,Self-Employed,Ongoing,29,15,44,17.07,12,0
392,2490,110084,380000.0,MSME,2021-03-11,652297,Salaried,Ongoing,83,3,86,14.59,120,0
393,7488,110084,267000.0,MSME,2020-08-27,250915,Business Owner,Approved,27,11,38,9.32,84,0
394,11468,110084,418000.0,Personal,2021-03-13,3464193,Self-Employed,Approved,31,10,41,17.32,12,0
395,823,110084,711000.0,MSME,2023-06-19,280776,Self-Employed,Inquired,75,14,89,9.28,120,0
396,11966,110084,460000.0,Home,2024-11-30,4337619,Business Owner,Inquired,24,3,27,15.7,120,0
397,7082,110084,145000.0,Education,2022-09-29,396252,Self-Employed,Approved,85,4,89,15.56,120,0
398,3816,110084,445000.0,MSME,2019-01-27,1134005,Student,Closed,82,7,89,15.14,24,0
399,5166,110084,705000.0,Home,2024-06-20,1181886,Salaried,Inquired,36,5,41,12.56,18,0
400,1307,110084,430000.0,Personal,2022-07-02,2353758,Salaried,Inquired,52,1,53,14.47,72,0
401,6761,110084,477000.0,Home,2023-04-01,1280116,Self-Employed,Closed,42,2,44,8.99,48,0
402,9264,110084,553000.0,Personal,2024-07-11,2411013,Business Owner,Approved,54,13,67,14.05,120,0
403,3553,110084,293000.0,Home,2019-12-26,2678064,Salaried,Ongoing,10,6,16,14.28,120,0
404,1840,110084,446000.0,Home,2024-12-20,707734,Retired,Approved,42,24,66,14.81,84,0
405,9330,110084,478000.0,Personal,2019-11-16,2160459,Salaried,Rejected,54,32,86,15.54,18,0
406,4858,110084,528000.0,Personal,2022-01-17,2374913,Salaried,Closed,77,8,85,15.43,60,0
407,10218,110084,377000.0,MSME,2024-12-06,881167,Student,Approved,52,3,55,9.13,12,0
408,7620,110084,668000.0,Personal,2020-05-08,360791,Business Owner,Closed,33,19,52,15.58,96,0
409,12051,110084,707000.0,Asset,2020-01-06,4940869,Salaried,Approved,31,19,50,12.46,12,0
410,4129,110084,580000.0,Home,2021-10-17,1377394,Student,Inquired,24,7,31,9.0,6,0
411,5279,110084,487000.0,Home,2020-05-26,2374627,Salaried,Approved,36,14,50,11.5,24,0
412,379,110084,613000.0,Education,2021-04-30,965144,Salaried,Ongoing,19,3,22,12.33,6,0
413,655,110085,291000.0,MSME,2023-11-09,1734360,Salaried,Approved,45,4,49,17.13,18,0
414,7894,110085,470000.0,Education,2021-09-25,371444,Business Owner,Approved,6,2,8,9.25,96,0
415,6286,110085,254000.0,Home,2022-05-16,233957,Retired,Ongoing,60,14,74,8.6,12,0
416,5531,110085,341000.0,Personal,2019-03-03,4059285,Business Owner,Approved,22,8,30,14.4,60,0
417,9533,110085,647000.0,Gold,2020-09-22,422511,Salaried,Ongoing,43,4,47,11.62,18,0
418,12074,110085,326000.0,Home,2022-08-02,1179579,Business Owner,Approved,61,18,79,9.57,120,0
419,5795,110085,408000.0,Personal,2022-05-08,297130,Salaried,Ongoing,59,20,79,15.3,84,0
420,8959,110085,899000.0,Education,2024-05-25,598602,Salaried,Ongoing,11,7,18,18.5,18,0
421,6448,110085,386000.0,Gold,2021-05-06,1135590,Salaried,Approved,39,18,57,9.01,36,0
422,11441,110085,590000.0,Asset,2022-11-22,420116,Salaried,Approved,5,0,5,14.03,72,0
423,5752,110085,347000.0,Asset,2023-02-14,223691,Salaried,Ongoing,11,1,12,12.77,60,0
424,5327,110085,724000.0,Asset,2020-11-29,775579,Self-Employed,Closed,14,4,18,10.33,18,0
425,7454,110085,647000.0,Home,2019-05-11,5183069,Business Owner,Rejected,7,1,8,9.76,96,0
426,1047,110085,362000.0,Home,2022-11-16,2271517,Student,Approved,60,7,67,16.46,96,0
427,12041,110085,603000.0,MSME,2019-06-13,730358,Salaried,Approved,37,10,47,13.64,6,0
428,2492,110085,608000.0,MSME,2019-05-02,690801,Self-Employed,Ongoing,33,17,50,15.72,120,0
429,7925,110085,179000.0,Personal,2024-06-27,310925,Salaried,Closed,44,10,54,14.3,12,0
430,2093,110085,843000.0,Home,2024-04-05,3460853,Business Owner,Approved,28,0,28,16.0,36,0
431,4809,110085,660000.0,Personal,2024-08-21,388545,Self-Employed,Rejected,40,11,51,8.58,120,0
432,11030,110085,684000.0,Home,2021-07-09,1031009,Salaried,Approved,39,15,54,11.37,6,0
433,1097,110085,495000.0,MSME,2024-07-03,406394,Salaried,Closed,2,0,2,7.52,12,0
434,2546,110085,446000.0,Home,2024-05-15,369995,Business Owner,Defaulted (NPA),95,3,98,16.33,6,1
435,5420,110085,276000.0,Home,2024-10-30,720313,Business Owner,Approved,43,0,43,11.61,48,0
436,8179,110085,496000.0,Education,2023-07-19,358796,Business Owner,Closed,67,3,70,9.87,48,0
437,19,110085,548000.0,Personal,2019-11-30,5361353,Business Owner,Inquired,64,16,80,15.58,84,0
438,5609,110085,200000.0,MSME,2023-03-04,577959,Retired,Ongoing,22,6,28,7.8,36,0
439,11189,110085,564000.0,Home,2020-07-21,939607,Salaried,Closed,61,24,85,11.88,96,0
440,7208,110085,321000.0,Personal,2023-12-21,217442,Self-Employed,Approved,82,7,89,10.74,60,0
441,1422,110085,285000.0,Personal,2023-03-17,401038,Self-Employed,Rejected,46,14,60,17.45,72,0
442,4645,110085,298000.0,Home,2019-01-28,2552425,Self-Employed,Ongoing,35,21,56,18.36,18,0
443,4567,110085,714000.0,Education,2024-04-21,711736,Salaried,Approved,3,0,3,17.47,60,0
444,7486,110085,451000.0,Home,2024-05-02,2428716,Business Owner,Defaulted (NPA),29,9,38,15.42,36,1
445,6778,110085,288000.0,MSME,2019-02-21,1682132,Self-Employed,Ongoing,46,11,57,11.11,96,0
446,3777,110085,541000.0,Education,2024-03-08,220518,Retired,Approved,47,8,55,12.77,60,0
447,11468,110085,346000.0,Education,2024-04-13,725945,Business Owner,Inquired,11,4,15,17.14,48,0
448,12120,110085,114000.0,Home,2024-12-29,447422,Retired,Rejected,12,6,18,13.36,120,0
449,8636,110085,315000.0,Home,2020-11-27,1111510,Business Owner,Ongoing,38,0,38,10.9,6,0
450,10330,110085,319000.0,MSME,2021-03-18,615437,Business Owner,Closed,96,2,98,17.29,6,0
451,10527,110085,607000.0,Home,2023-03-31,756015,Salaried,Closed,66,29,95,11.05,6,0
452,1219,110085,294000.0,Asset,2024-12-10,1040294,Self-Employed,Inquired,15,7,22,12.62,12,0
453,9627,110085,516000.0,Education,2020-01-22,416327,Self-Employed,Rejected,22,3,25,7.54,6,0
454,3587,110085,203000.0,Asset,2024-02-03,819404,Salaried,Approved,23,4,27,17.88,36,0
455,1394,110085,534000.0,Home,2019-04-20,1189897,Student,Ongoing,69,2,71,9.13,60,0
456,10960,110085,586000.0,Home,2022-01-30,485189,Retired,Closed,14,1,15,10.04,48,0
457,5780,110085,440000.0,Home,2023-01-12,3713506,Self-Employed,Approved,88,7,95,7.56,84,0
458,7004,110085,640000.0,Education,2024-01-13,4385961,Salaried,Closed,42,22,64,11.68,120,0
459,11690,110085,367000.0,Personal,2020-05-08,3608243,Salaried,Defaulted (NPA),65,19,84,11.8,24,1
460,3486,110085,380000.0,MSME,2022-01-04,920391,Self-Employed,Approved,31,1,32,13.06,18,0
461,12001,110085,458000.0,Personal,2023-08-28,378606,Salaried,Ongoing,27,17,44,9.02,36,0
462,7593,110085,719000.0,MSME,2019-11-12,620697,Self-Employed,Closed,90,5,95,14.83,60,0
463,7895,110085,455000.0,Education,2023-11-13,3866319,Retired,Ongoing,7,3,10,9.43,12,0
464,2970,110085,612000.0,Personal,2023-04-19,1067596,Student,Ongoing,44,21,65,12.43,72,0
465,3140,110085,223000.0,Asset,2022-05-24,3107685,Self-Employed,Ongoing,15,5,20,14.79,24,0
466,9257,110085,274000.0,Asset,2022-04-12,1014093,Business Owner,Approved,19,11,30,8.89,12,0
467,10015,110085,181000.0,Home,2020-12-04,3472520,Salaried,Closed,32,18,50,14.79,84,0
468,4440,110085,160000.0,Personal,2024-10-10,1121162,Salaried,Rejected,67,1,68,15.07,84,0
469,8822,110085,631000.0,Gold,2020-06-03,2503777,Self-Employed,Inquired,1,0,1,13.7,36,0
470,7136,110085,626000.0,Education,2019-09-21,3715212,Business Owner,Approved,55,31,86,10.24,18,0
471,7140,110085,344000.0,Gold,2024-09-03,1321062,Salaried,Approved,48,23,71,18.22,72,0
472,8013,110085,246000.0,Home,2023-03-12,3555369,Salaried,Rejected,74,22,96,15.35,24,0
473,4491,110085,492000.0,Asset,2023-12-09,1160160,Self-Employed,Closed,58,2,60,12.47,84,0
474,11749,110085,615000.0,Home,2024-04-19,4990632,Self-Employed,Ongoing,4,1,5,10.76,12,0
475,1559,110085,727000.0,Personal,2021-07-31,818822,Self-Employed,Inquired,20,13,33,17.11,6,0
476,863,110085,260000.0,Personal,2022-11-18,466254,Student,Ongoing,77,8,85,17.78,6,0
477,9872,110085,461000.0,Personal,2023-11-27,2334799,Business Owner,Approved,60,0,60,17.39,84,0
478,2136,110086,653000.0,Personal,2024-12-26,4031187,Salaried,Rejected,77,11,88,15.33,84,0
479,1255,110086,586000.0,Home,2020-06-03,3115416,Salaried,Closed,11,4,15,11.97,84,0
480,7516,110086,568000.0,Personal,2024-11-25,2977402,Business Owner,Approved,56,7,63,18.29,72,0
481,12057,110086,145000.0,Personal,2021-07-10,1016936,Salaried,Inquired,40,20,60,12.05,36,0
482,11371,110086,580000.0,MSME,2019-10-21,3869045,Self-Employed,Ongoing,26,8,34,13.09,120,0
483,5296,110086,321000.0,Home,2024-11-20,480175,Student,Ongoing,99,0,99,13.5,120,0
484,5795,110086,400000.0,Home,2024-12-02,618259,Salaried,Rejected,2,0,2,9.86,12,0
485,5841,110086,356000.0,Gold,2022-04-21,4097237,Salaried,Approved,25,13,38,16.97,84,0
486,7299,110086,231000.0,Asset,2020-10-17,1039511,Self-Employed,Ongoing,57,6,63,9.07,36,0
487,11449,110086,329000.0,Personal,2020-08-01,1062636,Self-Employed,Approved,2,0,2,16.01,72,0
488,11371,110086,387000.0,Home,2021-10-28,1097352,Salaried,Defaulted (NPA),62,17,79,9.85,72,1
489,2016,110086,266000.0,Asset,2019-07-24,3159188,Salaried,Approved,34,4,38,7.87,24,0
490,1413,110086,226000.0,Home,2019-03-24,361337,Student,Rejected,28,11,39,18.49,48,0
491,3233,110086,253000.0,Home,2019-09-09,2134962,Salaried,Ongoing,50,27,77,10.77,60,0
492,4815,110086,799000.0,Personal,2020-09-17,510217,Salaried,Approved,85,4,89,15.18,96,0
493,2704,110086,288000.0,MSME,2019-04-15,4857816,Self-Employed,Closed,51,7,58,9.67,18,0
494,1571,110086,500000.0,Asset,2020-02-06,292877,Business Owner,Ongoing,36,9,45,14.68,6,0
495,3945,110086,632000.0,MSME,2023-02-18,442500,Business Owner,Rejected,24,11,35,11.61,72,0
496,8795,110086,370000.0,Personal,2021-10-04,4093771,Retired,Approved,39,2,41,10.21,60,0
497,2934,110086,480000.0,Education,2021-12-28,1559487,Salaried,Approved,42,23,65,15.01,120,0
498,4673,110086,617000.0,Education,2022-08-31,453715,Salaried,Closed,35,5,40,13.18,6,0
499,3815,110086,527000.0,Personal,2019-07-07,387658,Salaried,Closed,26,13,39,13.53,6,0
500,4663,110086,439000.0,Education,2020-05-16,636057,Business Owner,Approved,41,2,43,12.98,60,0
501,3038,110086,385000.0,Home,2022-03-05,943357,Student,Closed,86,11,97,12.7,120,0
502,5315,110086,272000.0,MSME,2021-05-28,1723295,Salaried,Approved,2,0,2,15.58,96,0
503,2971,110086,462000.0,Gold,2019-05-31,1191968,Salaried,Approved,28,4,32,14.76,60,0
504,9836,110086,284000.0,MSME,2021-01-21,3510632,Self-Employed,Ongoing,69,10,79,10.76,120,0
505,4119,110086,827000.0,Personal,2021-12-05,585491,Self-Employed,Rejected,14,4,18,17.78,84,0
506,8866,110086,313000.0,Education,2020-02-29,243644,Student,Approved,75,15,90,10.39,36,0
